Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount
33,89617,3,Electronics/Appliances,Salaried,Diploma,Married,Male,2,6506,58630,20745,Consumer Durable Loan,23079
21,53712,10,Home Purchase,Salaried,Master's,Married,Female,0,0,32351,18257,Home Loan,20000
27,32528,10,Vehicle Purchase,Salaried,High School,Single,Male,0,0,16264,15198,Auto Loan,20000
41,98194,10,Agriculture,Salaried,Diploma,Single,Female,2,3481,66671,23156,Agri Loan,25306
38,76466,10,Small Business Working Capital,Self-Employed,Doctorate,Single,Female,3,10792,41425,17208,Business Loan,20000
54,181440,5,Travel,Self-Employed,High School,Married,Female,2,9523,84758,73912,Personal Loan,67279
26,24019,5,Wedding,Salaried,Bachelor's,Married,Male,5,4452,11925,5620,Personal Loan,20000
67,112904,10,Home Renovation,Salaried,Bachelor's,Single,Female,1,1444,61590,38012,Home Improvement Loan,46650
30,50898,3,Electronics/Appliances,Student,High School,Single,Male,3,4273,24710,11367,Consumer Durable Loan,20000
65,153450,5,Wedding,Salaried,Bachelor's,Single,Male,3,8041,92668,45771,Personal Loan,45632
52,177369,5,Medical,Unemployed,High School,Married,Female,2,12025,127884,17340,Medical Loan,20802
31,78304,10,Agriculture,Self-Employed,Master's,Married,Male,0,0,56776,15351,Agri Loan,22026
42,89608,5,Travel,Self-Employed,Bachelor's,Married,Male,2,4685,59291,17794,Personal Loan,20000
28,118581,5,Debt Consolidation,Unemployed,High School,Single,Male,1,3535,74274,17840,Personal Loan,20000
59,131295,5,Medical,Student,Bachelor's,Married,Male,2,10331,73452,22844,Medical Loan,20000
36,54085,10,Business Expansion,Self-Employed,Diploma,Single,Female,1,2798,29068,18389,Business Loan,20000
26,52880,10,Education,Retired,Diploma,Married,Male,3,4803,21393,14620,Education Loan,20000
56,102918,25,Home Purchase,Salaried,Bachelor's,Single,Male,2,8851,48504,40603,Home Loan,61506
21,29645,10,Home Renovation,Unemployed,Diploma,Single,Female,3,2345,21964,2826,Home Improvement Loan,20000
46,97942,10,Education,Retired,Diploma,Single,Male,3,12177,52556,19357,Education Loan,21140
45,19109,10,Business Expansion,Salaried,High School,Single,Male,2,1812,11497,5228,Business Loan,20000
63,10000,5,Wedding,Self-Employed,Bachelor's,Married,Female,2,901,4205,3267,Personal Loan,20000
30,93886,5,Medical,Salaried,High School,Married,Female,3,9110,59713,19487,Medical Loan,20000
35,104923,7,Agriculture,Retired,High School,Married,Female,4,12006,70106,12720,Agri Loan,20000
24,11712,10,Home Renovation,Salaried,Bachelor's,Married,Female,4,2565,5718,3207,Home Improvement Loan,20000
36,57735,9,Vehicle Purchase,Self-Employed,Bachelor's,Married,Female,3,6215,33217,12555,Auto Loan,20000
36,11624,10,Vehicle Purchase,Unemployed,Bachelor's,Single,Female,1,2037,8687,423,Auto Loan,20000
60,47276,10,Agriculture,Student,Bachelor's,Widowed,Male,1,3953,29286,7235,Agri Loan,20000
62,10000,4,Travel,Salaried,Bachelor's,Single,Male,4,1774,4837,3185,Personal Loan,20000
25,26788,26,Home Purchase,Salaried,Bachelor's,Divorced,Female,3,4367,10481,10595,Home Loan,20000
48,123123,10,Education,Student,Bachelor's,Single,Male,1,1517,75452,22316,Education Loan,20000
23,58912,17,Home Purchase,Salaried,High School,Single,Male,4,4119,41879,10187,Home Loan,20000
61,146951,5,Medical,Salaried,Master's,Divorced,Female,0,0,94169,47986,Medical Loan,46544
57,125009,5,Travel,Self-Employed,Diploma,Single,Female,1,4274,70382,36024,Personal Loan,29185
27,60015,10,Vehicle Purchase,Salaried,Master's,Single,Male,3,10355,34515,13811,Auto Loan,20000
58,54748,5,Debt Consolidation,Salaried,Bachelor's,Single,Male,1,4098,31830,14146,Personal Loan,20000
27,28008,10,Small Business Working Capital,Salaried,Bachelor's,Single,Female,1,2771,17056,6080,Business Loan,20000
65,69048,10,Business Expansion,Salaried,Diploma,Single,Male,1,3847,31788,26102,Business Loan,20000
60,81175,12,Home Purchase,Student,High School,Single,Female,3,12475,64477,2472,Home Loan,20000
56,89036,10,Small Business Working Capital,Salaried,Bachelor's,Divorced,Female,1,2024,50689,32180,Business Loan,27901
30,160223,3,Electronics/Appliances,Salaried,Bachelor's,Married,Female,4,17978,83777,54644,Consumer Durable Loan,52348
40,124546,10,Business Expansion,Salaried,Master's,Married,Female,5,10363,40663,55754,Business Loan,27199
20,24476,10,Agriculture,Retired,High School,Married,Female,1,1788,15366,4457,Agri Loan,20000
54,176212,10,Home Purchase,Unemployed,Bachelor's,Single,Male,0,0,131811,22759,Home Loan,20000
41,39132,3,Electronics/Appliances,Self-Employed,Master's,Married,Female,2,2435,13974,15849,Consumer Durable Loan,24723
28,47743,25,Home Purchase,Salaried,Diploma,Married,Male,2,4094,27918,14290,Home Loan,25600
20,38392,7,Business Expansion,Salaried,Bachelor's,Married,Female,0,0,22686,13488,Business Loan,20000
63,10000,5,Wedding,Unemployed,High School,Single,Male,3,1558,5853,1423,Personal Loan,20000
28,51556,10,Home Purchase,Unemployed,High School,Single,Female,3,3457,28139,9291,Home Loan,20000
66,159669,5,Debt Consolidation,Salaried,Master's,Single,Male,0,0,89323,58258,Personal Loan,37900
24,25970,3,Electronics/Appliances,Salaried,Diploma,Married,Male,4,1800,11072,11411,Consumer Durable Loan,20000
26,72858,2,Home Renovation,Student,High School,Married,Male,3,11898,57723,1563,Home Improvement Loan,20000
42,73241,5,Debt Consolidation,Self-Employed,Diploma,Widowed,Female,1,1229,31752,25747,Personal Loan,20000
31,74590,7,Education,Salaried,Diploma,Married,Female,2,6699,47391,15251,Education Loan,20000
60,278308,7,Small Business Working Capital,Unemployed,Master's,Single,Male,1,6026,140812,60002,Business Loan,26726
63,92904,10,Small Business Working Capital,Salaried,High School,Divorced,Male,1,4252,50261,35849,Business Loan,30292
27,57979,10,Home Purchase,Retired,Master's,Married,Female,1,1627,30683,15021,Home Loan,20000
54,121965,6,Education,Self-Employed,Master's,Married,Male,0,0,94907,21785,Education Loan,20000
69,40283,10,Business Expansion,Salaried,Diploma,Divorced,Male,1,3572,21459,12806,Business Loan,20000
69,94360,3,Business Expansion,Salaried,Master's,Married,Female,2,6751,73759,10432,Business Loan,20000
25,28001,10,Small Business Working Capital,Salaried,Master's,Single,Female,1,4378,14635,6700,Business Loan,20000
25,59838,17,Home Purchase,Self-Employed,High School,Widowed,Female,1,927,27963,24699,Home Loan,25926
18,15705,10,Business Expansion,Retired,High School,Divorced,Female,2,2950,9397,2303,Business Loan,20000
57,75685,10,Education,Salaried,Diploma,Single,Male,2,4197,39077,23593,Education Loan,20000
30,69170,3,Small Business Working Capital,Salaried,Diploma,Married,Male,1,4000,40167,18613,Business Loan,20000
44,96583,10,Home Purchase,Self-Employed,Bachelor's,Single,Female,2,10764,60151,17263,Home Loan,20000
35,10000,5,Debt Consolidation,Unemployed,High School,Single,Male,2,1639,6042,1079,Personal Loan,20000
56,81684,3,Agriculture,Salaried,Bachelor's,Married,Male,2,10302,44593,24518,Agri Loan,20000
57,70433,10,Education,Unemployed,Diploma,Single,Male,0,0,59868,5794,Education Loan,20000
62,50561,10,Education,Salaried,Diploma,Married,Male,3,7655,31179,10274,Education Loan,20000
65,51198,25,Home Purchase,Salaried,High School,Single,Male,2,6961,19801,20234,Home Loan,31627
26,175372,10,Vehicle Purchase,Self-Employed,Bachelor's,Single,Female,2,3828,101845,57112,Auto Loan,61289
28,54240,5,Wedding,Salaried,Bachelor's,Single,Male,7,9840,22430,17258,Personal Loan,20000
68,76987,10,Education,Salaried,Diploma,Single,Female,1,2238,41081,25029,Education Loan,20000
52,21139,3,Business Expansion,Salaried,Master's,Married,Male,4,2505,10991,5772,Business Loan,20000
62,113854,10,Home Purchase,Self-Employed,High School,Married,Female,0,0,69734,33990,Home Loan,20000
68,107554,6,Vehicle Purchase,Self-Employed,High School,Married,Male,1,2981,52396,42089,Auto Loan,23378
38,124842,3,Education,Salaried,Master's,Married,Male,0,0,63478,50829,Education Loan,20000
45,71968,10,Business Expansion,Salaried,Diploma,Single,Female,3,9578,28105,28060,Business Loan,20000
57,72662,4,Vehicle Purchase,Salaried,High School,Single,Male,0,0,36687,27237,Auto Loan,20000
18,28923,5,Debt Consolidation,Salaried,Bachelor's,Single,Male,1,2546,12672,11307,Personal Loan,20000
50,39848,5,Wedding,Salaried,Master's,Single,Male,7,3423,21419,14540,Personal Loan,20000
22,14422,5,Travel,Salaried,Bachelor's,Divorced,Male,3,918,6319,5576,Personal Loan,20000
35,120015,5,Travel,Salaried,High School,Married,Male,4,8847,85986,19692,Personal Loan,20000
29,64313,7,Home Renovation,Self-Employed,Master's,Single,Male,0,0,40975,19765,Home Improvement Loan,20000
24,25196,10,Home Purchase,Salaried,Diploma,Single,Other,1,2735,14362,6884,Home Loan,20000
24,20332,5,Vehicle Purchase,Salaried,High School,Married,Female,3,4161,10199,5166,Auto Loan,20000
51,155510,10,Small Business Working Capital,Salaried,Bachelor's,Married,Male,2,12014,97121,39109,Business Loan,30618
20,31905,10,Vehicle Purchase,Salaried,Master's,Married,Female,8,6800,18197,5499,Auto Loan,20000
21,16969,15,Home Purchase,Unemployed,High School,Single,Male,3,1465,12745,1296,Home Loan,20000
24,31191,8,Education,Salaried,High School,Single,Female,1,2975,18180,7584,Education Loan,20000
70,32239,10,Vehicle Purchase,Salaried,Bachelor's,Married,Female,1,3010,23983,4264,Auto Loan,20000
58,138496,3,Electronics/Appliances,Unemployed,Bachelor's,Single,Male,3,10267,92708,18935,Consumer Durable Loan,20000
67,137804,3,Vehicle Purchase,Salaried,Master's,Married,Male,4,14204,100138,21697,Auto Loan,20000
40,67920,10,Vehicle Purchase,Self-Employed,High School,Single,Female,1,4454,42993,16567,Auto Loan,20000
67,59456,5,Medical,Salaried,Bachelor's,Single,Male,3,7744,35483,15090,Medical Loan,20000
34,49810,10,Agriculture,Salaried,Diploma,Married,Female,3,8616,28850,11279,Agri Loan,20000
48,93429,3,Electronics/Appliances,Salaried,Master's,Married,Male,0,0,57906,32650,Consumer Durable Loan,39650
29,56521,8,Business Expansion,Student,Bachelor's,Single,Female,1,2516,38997,8711,Business Loan,20000
41,92325,10,Business Expansion,Salaried,Master's,Single,Male,0,0,38450,49508,Business Loan,36171
19,10813,3,Vehicle Purchase,Unemployed,High School,Single,Female,0,0,5365,2722,Auto Loan,20000
22,82230,10,Vehicle Purchase,Salaried,Diploma,Single,Male,1,1387,41457,34474,Auto Loan,44774
33,163450,10,Education,Salaried,Bachelor's,Single,Male,2,7355,53190,91352,Education Loan,82212
37,32436,10,Business Expansion,Unemployed,Bachelor's,Single,Male,1,2259,22224,3821,Business Loan,20000
33,10000,10,Small Business Working Capital,Retired,High School,Married,Female,1,1333,5201,1923,Business Loan,20000
37,68819,2,Wedding,Self-Employed,Bachelor's,Single,Female,5,6623,46610,10159,Personal Loan,20000
51,137749,10,Home Renovation,Retired,Master's,Single,Female,2,9044,74911,32796,Home Improvement Loan,38009
42,82048,10,Vehicle Purchase,Salaried,Master's,Married,Male,2,4418,36971,29845,Auto Loan,34888
48,151967,10,Small Business Working Capital,Salaried,Bachelor's,Single,Male,0,0,79097,64846,Business Loan,49084
37,123342,5,Wedding,Self-Employed,Bachelor's,Single,Female,2,6427,66678,41576,Personal Loan,42271
41,15729,10,Small Business Working Capital,Self-Employed,Master's,Single,Male,3,2335,8342,4443,Business Loan,20000
23,26555,10,Vehicle Purchase,Salaried,Diploma,Single,Male,2,2272,14477,7632,Auto Loan,20000
26,146784,10,Agriculture,Salaried,Bachelor's,Single,Male,1,4564,82723,44488,Agri Loan,37409
22,29369,5,Medical,Salaried,Diploma,Married,Female,1,1986,15919,10731,Medical Loan,20000
68,103820,4,Medical,Salaried,Bachelor's,Single,Male,3,12168,44133,41086,Medical Loan,35679
33,51926,14,Home Purchase,Salaried,Bachelor's,Married,Female,5,6236,28432,15476,Home Loan,20000
57,66964,8,Agriculture,Salaried,Bachelor's,Divorced,Male,2,8435,30333,22647,Agri Loan,20000
33,74857,10,Home Renovation,Salaried,High School,Married,Male,4,11229,35982,23965,Home Improvement Loan,21896
66,94659,3,Vehicle Purchase,Salaried,Diploma,Married,Female,1,2992,47884,31385,Auto Loan,20000
67,99369,5,Medical,Self-Employed,Bachelor's,Single,Male,0,0,50254,40397,Medical Loan,53118
26,67681,10,Business Expansion,Salaried,High School,Single,Female,1,1374,42587,16748,Business Loan,20000
46,136152,10,Business Expansion,Salaried,Diploma,Single,Female,0,0,66739,53336,Business Loan,39883
63,89167,10,Vehicle Purchase,Salaried,Diploma,Married,Female,2,5878,42795,37482,Auto Loan,36554
66,78590,13,Home Purchase,Salaried,Master's,Married,Female,1,4764,48384,21610,Home Loan,20000
69,72434,5,Debt Consolidation,Self-Employed,Master's,Single,Female,2,4486,38433,25551,Personal Loan,20000
39,105515,7,Small Business Working Capital,Salaried,Bachelor's,Married,Male,1,2096,74058,21822,Business Loan,20000
27,67688,27,Home Purchase,Salaried,Bachelor's,Single,Female,0,0,25635,33903,Home Loan,55542
62,22675,10,Home Purchase,Salaried,High School,Married,Female,1,2330,13440,4935,Home Loan,20000
24,16928,10,Home Purchase,Salaried,Bachelor's,Divorced,Male,2,1789,5372,7835,Home Loan,20000
67,31256,10,Business Expansion,Self-Employed,Master's,Divorced,Female,1,3015,14450,11721,Business Loan,20000
23,24987,5,Education,Self-Employed,Master's,Widowed,Male,1,3397,12719,7925,Education Loan,20000
62,93899,2,Home Renovation,Salaried,Diploma,Single,Male,0,0,69378,20272,Home Improvement Loan,20000
64,130869,3,Education,Student,Bachelor's,Single,Male,2,5411,97114,16473,Education Loan,20000
51,217731,5,Debt Consolidation,Self-Employed,Diploma,Single,Male,1,829,125931,61871,Personal Loan,39707
43,62135,26,Home Purchase,Salaried,Bachelor's,Married,Male,1,1275,50918,7912,Home Loan,20000
67,197524,10,Vehicle Purchase,Salaried,Diploma,Single,Female,1,1869,120474,60170,Auto Loan,51571
23,37373,5,Wedding,Salaried,High School,Single,Female,3,8187,21169,6520,Personal Loan,20000
67,152067,10,Education,Unemployed,Diploma,Single,Male,3,4679,108736,17878,Education Loan,20000
26,31256,10,Education,Salaried,Bachelor's,Single,Female,3,3529,14162,10057,Education Loan,20000
63,44985,7,Vehicle Purchase,Retired,Bachelor's,Divorced,Female,4,2581,30100,6986,Auto Loan,20000
34,43725,10,Small Business Working Capital,Unemployed,Diploma,Married,Male,1,5276,30939,4005,Business Loan,20000
68,25004,10,Business Expansion,Unemployed,Master's,Single,Female,2,2009,18616,2358,Business Loan,20000
44,155583,4,Education,Salaried,High School,Married,Male,5,19741,63299,51038,Education Loan,20430
36,280051,4,Education,Salaried,Bachelor's,Married,Female,1,3413,190460,68069,Education Loan,22102
36,138911,14,Home Purchase,Student,Bachelor's,Single,Male,2,9101,86013,21697,Home Loan,20000
47,118876,10,Small Business Working Capital,Salaried,Diploma,Married,Female,1,2241,74641,30088,Business Loan,20000
33,65795,10,Education,Unemployed,Master's,Divorced,Female,5,11638,47536,3081,Education Loan,20000
21,28645,10,Home Purchase,Salaried,Bachelor's,Single,Female,2,2078,12761,11891,Home Loan,20000
32,56942,3,Electronics/Appliances,Salaried,Bachelor's,Single,Female,1,4354,27794,19639,Consumer Durable Loan,29377
28,48061,3,Electronics/Appliances,Salaried,Master's,Married,Female,1,3736,26182,15097,Consumer Durable Loan,23073
65,107590,17,Home Purchase,Unemployed,Master's,Single,Female,0,0,76491,14318,Home Loan,20000
24,17053,3,Electronics/Appliances,Self-Employed,High School,Married,Female,1,4226,12370,354,Consumer Durable Loan,20000
53,111961,5,Debt Consolidation,Salaried,High School,Married,Male,1,2899,50356,45078,Personal Loan,41964
34,185136,21,Home Purchase,Retired,Bachelor's,Single,Female,1,2851,60752,66027,Home Loan,99495
48,21094,10,Business Expansion,Salaried,Bachelor's,Single,Female,2,1947,13329,5289,Business Loan,20000
37,82484,6,Education,Salaried,Diploma,Married,Male,1,4538,49152,20837,Education Loan,20000
28,68538,10,Agriculture,Salaried,Master's,Married,Male,0,0,31846,31857,Agri Loan,28366
69,274624,10,Small Business Working Capital,Self-Employed,Bachelor's,Single,Male,2,11315,153879,76298,Business Loan,38352
49,10000,23,Home Purchase,Salaried,Doctorate,Single,Male,2,2416,3386,3811,Home Loan,20000
30,74686,5,Debt Consolidation,Salaried,Bachelor's,Divorced,Male,1,3692,36490,30485,Personal Loan,30330
33,35931,5,Travel,Unemployed,Diploma,Single,Female,0,0,29792,3011,Personal Loan,20000
62,57098,10,Business Expansion,Unemployed,High School,Single,Male,1,4556,48533,1969,Business Loan,20000
28,87089,5,Wedding,Salaried,Master's,Single,Female,2,11591,41497,26605,Personal Loan,22912
40,118727,28,Home Purchase,Salaried,Bachelor's,Married,Female,1,4424,66030,42670,Home Loan,70366
62,135903,5,Debt Consolidation,Salaried,Bachelor's,Single,Female,0,0,58651,54735,Personal Loan,36573
34,59137,3,Education,Salaried,Master's,Married,Female,2,2023,29121,22238,Education Loan,20000
61,300000,10,Home Purchase,Salaried,Diploma,Married,Female,3,8578,136552,144509,Home Loan,89697
67,102905,10,Education,Salaried,High School,Divorced,Female,2,3975,48783,44494,Education Loan,29547
68,133783,2,Home Renovation,Student,Diploma,Married,Male,3,10056,95891,15722,Home Improvement Loan,20000
36,66278,7,Agriculture,Self-Employed,High School,Married,Male,3,6562,35482,18737,Agri Loan,20000
29,61459,28,Home Purchase,Salaried,Master's,Married,Female,3,8140,35532,15534,Home Loan,30392
70,89737,5,Travel,Student,High School,Single,Male,0,0,44055,28301,Personal Loan,24012
58,74481,3,Electronics/Appliances,Salaried,Bachelor's,Single,Male,1,1741,39224,27835,Consumer Durable Loan,28800
45,116399,10,Education,Self-Employed,Bachelor's,Single,Male,2,7144,80335,19798,Education Loan,20000
27,34214,10,Vehicle Purchase,Salaried,Bachelor's,Single,Female,3,5265,15855,9304,Auto Loan,20000
46,58595,10,Small Business Working Capital,Self-Employed,Doctorate,Single,Male,1,3240,23134,26627,Business Loan,20000
48,109063,11,Home Purchase,Self-Employed,Diploma,Married,Female,4,7663,70536,20322,Home Loan,20000
50,135301,10,Vehicle Purchase,Salaried,Diploma,Widowed,Male,2,10415,77120,39262,Auto Loan,51376
69,10000,3,Electronics/Appliances,Retired,High School,Single,Female,2,2343,6210,1015,Consumer Durable Loan,20000
54,134349,10,Agriculture,Salaried,Bachelor's,Single,Female,0,0,82919,46755,Agri Loan,63267
61,10422,3,Electronics/Appliances,Salaried,Diploma,Single,Female,2,2518,5553,1888,Consumer Durable Loan,20000
21,30608,10,Education,Self-Employed,Bachelor's,Married,Male,4,7544,19068,2741,Education Loan,20000
40,77312,10,Education,Salaried,Bachelor's,Married,Female,1,4325,51089,19685,Education Loan,20000
62,85532,4,Wedding,Student,Master's,Married,Male,0,0,72702,8029,Personal Loan,20000
22,13679,10,Home Purchase,Self-Employed,High School,Married,Male,1,3253,9736,547,Home Loan,20000
28,38820,10,Vehicle Purchase,Salaried,Master's,Divorced,Male,3,4848,15642,14167,Auto Loan,20000
53,100999,10,Small Business Working Capital,Self-Employed,High School,Married,Male,3,6202,79628,9846,Business Loan,20000
42,132705,10,Business Expansion,Student,Bachelor's,Single,Female,3,7822,99664,13404,Business Loan,20000
45,99840,10,Vehicle Purchase,Student,Doctorate,Single,Female,2,8693,73771,11457,Auto Loan,20000
66,70549,3,Electronics/Appliances,Salaried,Bachelor's,Single,Female,3,6823,37472,19711,Consumer Durable Loan,20000
54,111999,10,Home Purchase,Student,Bachelor's,Married,Male,3,9011,71448,19331,Home Loan,20000
46,256511,10,Home Renovation,Self-Employed,Bachelor's,Single,Male,3,7552,109593,94827,Home Improvement Loan,151581
56,85054,10,Business Expansion,Self-Employed,High School,Single,Male,3,6750,49427,20662,Business Loan,20000
38,99922,10,Vehicle Purchase,Student,Bachelor's,Married,Female,2,6429,84934,4701,Auto Loan,20000
36,94284,3,Education,Self-Employed,Diploma,Single,Male,3,4518,54497,23986,Education Loan,20000
22,25044,15,Home Purchase,Retired,Bachelor's,Single,Male,0,0,14375,6134,Home Loan,20000
58,139936,10,Small Business Working Capital,Salaried,Master's,Married,Male,3,5212,85161,47892,Business Loan,30460
26,45882,10,Home Purchase,Unemployed,Bachelor's,Single,Female,4,10264,34114,665,Home Loan,20000
47,113816,10,Vehicle Purchase,Retired,High School,Single,Female,5,11775,59729,23482,Auto Loan,20000
58,167092,5,Small Business Working Capital,Retired,High School,Married,Female,2,7124,91694,43265,Business Loan,20000
45,54652,28,Home Purchase,Self-Employed,Doctorate,Single,Male,1,3075,27953,21483,Home Loan,33310
25,38936,5,Travel,Salaried,High School,Single,Female,3,9489,25025,3163,Personal Loan,20000
70,77475,10,Home Purchase,Retired,High School,Married,Male,2,5153,24587,28902,Home Loan,20000
29,44788,5,Wedding,Salaried,Diploma,Married,Male,0,0,31792,12149,Personal Loan,20000
26,84134,3,Electronics/Appliances,Salaried,Master's,Married,Male,4,16398,40682,23423,Consumer Durable Loan,36191
47,72342,5,Wedding,Salaried,Diploma,Single,Male,4,5196,44672,19932,Personal Loan,20000
46,92349,5,Medical,Salaried,Doctorate,Divorced,Female,1,1818,52030,33426,Medical Loan,31994
54,191209,17,Home Purchase,Unemployed,High School,Married,Male,1,2772,155361,15200,Home Loan,20000
50,78754,10,Home Purchase,Salaried,Bachelor's,Married,Female,1,4374,46271,19718,Home Loan,20000
21,28817,10,Small Business Working Capital,Salaried,Bachelor's,Single,Female,0,0,12710,14290,Business Loan,20000
20,38019,5,Debt Consolidation,Student,High School,Single,Male,2,5967,24737,4453,Personal Loan,20000
68,153595,2,Debt Consolidation,Salaried,High School,Single,Male,1,2798,103918,42454,Personal Loan,20000
22,29850,10,Vehicle Purchase,Salaried,Bachelor's,Single,Female,3,2466,17736,7364,Auto Loan,20000
63,101030,10,Small Business Working Capital,Self-Employed,Master's,Single,Female,1,3023,62243,24095,Business Loan,20000
46,70018,10,Home Purchase,Salaried,Master's,Divorced,Female,1,5410,24187,33520,Home Loan,20000
24,17882,3,Home Renovation,Student,Bachelor's,Single,Male,2,3633,9018,2914,Home Improvement Loan,20000
57,80770,10,Small Business Working Capital,Salaried,High School,Single,Female,2,2363,30812,40656,Business Loan,25317
64,95404,3,Small Business Working Capital,Salaried,Master's,Single,Female,1,1150,36081,43710,Business Loan,20000
35,60958,5,Travel,Salaried,Master's,Married,Male,1,1936,19853,31871,Personal Loan,31873
55,76070,10,Home Purchase,Salaried,Master's,Divorced,Female,0,0,34034,32605,Home Loan,20000
22,24596,3,Electronics/Appliances,Salaried,Diploma,Single,Female,1,4593,11944,7494,Consumer Durable Loan,20000
38,88712,11,Home Purchase,Salaried,Bachelor's,Married,Male,1,4069,44142,35911,Home Loan,24947
49,49655,10,Agriculture,Salaried,Bachelor's,Single,Male,0,0,28324,16569,Agri Loan,20000
44,84966,7,Small Business Working Capital,Self-Employed,Master's,Single,Male,3,3705,48611,27658,Business Loan,20000
29,25620,10,Vehicle Purchase,Student,Bachelor's,Single,Male,2,2083,18224,3021,Auto Loan,20000
49,300000,6,Education,Salaried,Master's,Single,Female,1,3041,143247,116371,Education Loan,57460
60,156164,8,Vehicle Purchase,Salaried,Diploma,Single,Male,2,8891,73622,63400,Auto Loan,38104
22,88536,5,Medical,Salaried,Bachelor's,Single,Female,1,3849,32448,42918,Medical Loan,43766
18,18879,10,Business Expansion,Salaried,Doctorate,Divorced,Female,1,1734,6281,8646,Business Loan,20000
43,166575,10,Vehicle Purchase,Self-Employed,Diploma,Married,Female,1,4780,120243,34930,Auto Loan,38663
21,20695,25,Home Purchase,Self-Employed,Diploma,Widowed,Female,3,3672,12574,3314,Home Loan,20000
58,156181,10,Home Renovation,Salaried,Bachelor's,Single,Female,2,8778,63440,64424,Home Improvement Loan,72334
69,116309,5,Travel,Unemployed,Diploma,Divorced,Male,4,7213,84277,12631,Personal Loan,20000
57,19804,5,Medical,Unemployed,Bachelor's,Married,Male,2,4824,13637,696,Medical Loan,20000
46,48174,10,Small Business Working Capital,Salaried,Bachelor's,Married,Female,1,4217,25823,14347,Business Loan,20000
41,300000,3,Vehicle Purchase,Salaried,Diploma,Single,Male,0,0,107829,176849,Auto Loan,52191
30,31364,3,Electronics/Appliances,Self-Employed,Master's,Married,Male,2,6007,22424,2350,Consumer Durable Loan,20000
45,97660,10,Home Purchase,Salaried,Bachelor's,Single,Male,2,2994,68524,23471,Home Loan,20000
62,20907,5,Education,Salaried,High School,Single,Female,4,2475,12464,4378,Education Loan,20000
34,57562,10,Home Purchase,Self-Employed,Bachelor's,Married,Male,2,3805,45325,6507,Home Loan,20000
67,150866,19,Home Purchase,Salaried,Bachelor's,Single,Male,2,4116,88398,49550,Home Loan,51240
53,90166,10,Education,Salaried,High School,Married,Male,0,0,57248,27477,Education Loan,20866
40,77877,3,Education,Self-Employed,High School,Married,Male,3,4461,47888,21783,Education Loan,20000
32,47099,5,Medical,Self-Employed,Diploma,Married,Female,1,5028,25623,13659,Medical Loan,20000
46,132762,14,Home Purchase,Self-Employed,Bachelor's,Married,Female,4,6701,83516,32283,Home Loan,28192
22,31097,7,Education,Salaried,Bachelor's,Single,Male,0,0,13158,13488,Education Loan,20000
70,60862,10,Vehicle Purchase,Salaried,Master's,Single,Male,0,0,30221,23258,Auto Loan,20000
39,42224,7,Education,Salaried,Bachelor's,Married,Male,0,0,14791,25563,Education Loan,20000
70,145162,3,Debt Consolidation,Salaried,Diploma,Divorced,Female,1,5951,79491,51013,Personal Loan,23085
20,41181,10,Agriculture,Unemployed,Diploma,Married,Female,0,0,32816,3546,Agri Loan,20000
67,79135,6,Vehicle Purchase,Self-Employed,Bachelor's,Married,Female,0,0,41737,28285,Auto Loan,20000
33,98172,9,Education,Retired,High School,Single,Male,1,1931,58462,22406,Education Loan,20201
55,83796,10,Home Renovation,Self-Employed,High School,Divorced,Male,1,4075,38716,31291,Home Improvement Loan,32032
67,112097,30,Home Purchase,Unemployed,Doctorate,Single,Male,3,6828,71715,15873,Home Loan,33882
69,92746,10,Home Purchase,Retired,High School,Married,Female,4,10630,42328,22113,Home Loan,20000
38,133110,5,Debt Consolidation,Salaried,Master's,Married,Male,2,9546,75930,36552,Personal Loan,27039
35,119279,3,Electronics/Appliances,Salaried,Diploma,Married,Male,0,0,54238,55924,Consumer Durable Loan,50539
42,102755,10,Business Expansion,Unemployed,Bachelor's,Single,Female,1,3028,86605,5667,Business Loan,20000
18,33735,10,Business Expansion,Self-Employed,Diploma,Married,Male,3,4098,17873,9416,Business Loan,20000
30,111730,10,Business Expansion,Unemployed,Bachelor's,Married,Male,4,12634,82302,9119,Business Loan,20000
61,271067,10,Education,Salaried,Bachelor's,Married,Female,1,2210,137340,119091,Education Loan,121758
49,58469,3,Electronics/Appliances,Salaried,High School,Single,Female,2,2551,37464,15830,Consumer Durable Loan,25038
41,38233,10,Vehicle Purchase,Salaried,Bachelor's,Single,Female,2,3541,16261,16483,Auto Loan,20000
45,141351,10,Education,Self-Employed,High School,Married,Female,2,7660,94169,32470,Education Loan,26926
38,62486,3,Vehicle Purchase,Self-Employed,High School,Single,Female,3,12047,25340,19034,Auto Loan,20000
40,76142,10,Small Business Working Capital,Salaried,Bachelor's,Married,Female,2,10858,38480,24473,Business Loan,20000
41,102694,3,Electronics/Appliances,Self-Employed,Diploma,Married,Male,0,0,62199,27586,Consumer Durable Loan,30697
20,18440,10,Vehicle Purchase,Salaried,Diploma,Single,Female,0,0,8541,7721,Auto Loan,20000
57,140864,10,Vehicle Purchase,Salaried,High School,Married,Male,0,0,71079,51212,Auto Loan,58503
48,88814,5,Wedding,Salaried,Bachelor's,Single,Male,2,7996,26644,45593,Personal Loan,46606
