Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount,InterestRate
39,72738,1,Debt Consolidation,Salaried,High School,Widowed,Female,0,0,35298,35386,Personal Loan,1153737,13.0
59,58407,9,Vehicle Purchase,Salaried,High School,Single,Female,1,3858,19886,30137,Auto Loan,32294,
26,167749,4,Agriculture,Unemployed,High School,Single,Male,1,4663,69996,92092,Agri Loan,1988672,7.5
37,60159,6,Education,Salaried,Bachelor's,Married,Female,2,5285,30599,23059,Education Loan,1738002,8.5
65,132432,6,Travel,Self-Employed,Bachelor's,Married,Male,0,0,54561,74498,Personal Loan,1367615,13.0
62,202557,7,Debt Consolidation,Salaried,Bachelor's,Married,Male,2,2365,70657,122586,Personal Loan,913222,13.0
42,168132,1,Medical,Salaried,Bachelor's,Married,Female,3,15806,66132,97948,Medical Loan,233623,10.5
38,101253,10,Vehicle Purchase,Salaried,High School,Married,Male,1,2442,68305,23975,Auto Loan,21849,
68,50997,1,Debt Consolidation,Self-Employed,Diploma,Single,Female,2,9163,23406,18253,Personal Loan,1339047,13.0
51,119152,27,Home Purchase,Retired,Bachelor's,Single,Male,1,1730,39281,73739,Home Loan,342692,8.0
25,90838,10,Agriculture,Salaried,Bachelor's,Married,Female,4,2988,27918,57603,Agri Loan,1515077,7.5
54,209711,6,Debt Consolidation,Salaried,Bachelor's,Married,Female,3,5551,88472,111581,Personal Loan,723272,13.0
39,150644,6,Home Purchase,Salaried,Master's,Single,Female,3,15295,79389,69021,Home Loan,1983182,8.0
44,159790,10,Vehicle Purchase,Unemployed,High School,Single,Male,3,8393,135822,8386,Auto Loan,20000,
56,212510,6,Wedding,Unemployed,Master's,Married,Female,1,3474,103148,104675,Personal Loan,846419,13.0
54,70809,10,Vehicle Purchase,Salaried,High School,Divorced,Male,1,1575,24751,37034,Auto Loan,33993,
52,178495,1,Medical,Salaried,Bachelor's,Married,Female,1,6508,60358,109284,Medical Loan,353419,10.5
64,145609,13,Small Business Working Capital,Self-Employed,Master's,Single,Female,0,0,62286,80138,Business Loan,3231279,12.0
70,144237,12,Business Expansion,Self-Employed,Master's,Married,Male,4,7859,58644,77580,Business Loan,774352,12.0
60,54088,10,Vehicle Purchase,Salaried,Bachelor's,Single,Male,0,0,22124,27509,Auto Loan,25444,
24,75791,7,Wedding,Salaried,Bachelor's,Single,Female,0,0,31192,35707,Personal Loan,1459515,13.0
63,185224,9,Small Business Working Capital,Self-Employed,Master's,Married,Male,1,5642,65899,110051,Business Loan,1774123,12.0
42,130985,3,Electronics/Appliances,Salaried,High School,Married,Male,0,0,61924,57652,Consumer Durable Loan,74962,
67,156886,4,Debt Consolidation,Unemployed,High School,Married,Male,2,5150,93288,61150,Personal Loan,395746,13.0
56,188895,2,Business Expansion,Unemployed,Diploma,Married,Female,0,0,57923,125554,Business Loan,2977500,12.0
46,147351,10,Vehicle Purchase,Self-Employed,High School,Married,Male,1,3563,81434,40273,Auto Loan,29825,
20,28490,8,Vehicle Purchase,Salaried,Bachelor's,Divorced,Male,1,3478,13944,9718,Auto Loan,20000,
31,63515,4,Travel,Salaried,Diploma,Single,Male,3,5081,30722,24643,Personal Loan,1047185,13.0
62,99071,6,Business Expansion,Salaried,High School,Single,Female,2,7074,48640,42039,Business Loan,903825,12.0
58,194649,18,Home Purchase,Self-Employed,Bachelor's,Single,Male,4,6537,78375,111587,Home Loan,601781,8.0
60,113411,4,Education,Self-Employed,Bachelor's,Married,Female,2,10808,41385,66673,Education Loan,2183953,8.5
57,156513,4,Business Expansion,Self-Employed,Bachelor's,Single,Male,1,1545,65423,81440,Business Loan,132441,12.0
59,163299,1,Debt Consolidation,Unemployed,Diploma,Married,Male,2,8149,77605,82607,Personal Loan,1897681,13.0
40,159940,2,Medical,Salaried,Diploma,Single,Female,4,10700,93254,61189,Medical Loan,510965,10.5
39,203891,5,Wedding,Salaried,High School,Married,Male,1,3751,74213,124161,Personal Loan,1968202,13.0
40,233479,11,Home Purchase,Salaried,High School,Single,Female,2,3694,74731,154773,Home Loan,2865956,8.0
62,89588,13,Small Business Working Capital,Self-Employed,Bachelor's,Single,Female,0,0,50960,33837,Business Loan,415594,12.0
43,113882,3,Electronics/Appliances,Salaried,Bachelor's,Single,Female,2,4861,43076,47659,Consumer Durable Loan,69294,
54,140094,23,Home Purchase,Salaried,Diploma,Single,Male,3,6489,82043,52540,Home Loan,2369178,8.0
30,43367,10,Vehicle Purchase,Salaried,High School,Single,Female,2,7662,24049,8967,Auto Loan,20000,
66,38591,3,Agriculture,Salaried,Diploma,Married,Male,1,2477,20237,8994,Agri Loan,273111,7.5
50,81857,4,Agriculture,Self-Employed,Bachelor's,Married,Male,2,5199,29067,48436,Agri Loan,1464469,7.5
47,172207,14,Small Business Working Capital,Self-Employed,High School,Single,Female,0,0,86099,79648,Business Loan,1269522,12.0
54,56181,4,Education,Salaried,Diploma,Divorced,Male,0,0,30664,22365,Education Loan,1746443,8.5
21,100309,20,Home Purchase,Retired,Bachelor's,Single,Male,2,6194,44425,52019,Home Loan,337452,8.0
33,59246,6,Wedding,Self-Employed,Master's,Married,Female,3,5039,27015,22989,Personal Loan,151212,13.0
25,195440,7,Education,Salaried,Bachelor's,Married,Female,2,5489,96510,96081,Education Loan,1471337,8.5
70,136869,2,Wedding,Self-Employed,High School,Single,Female,0,0,67000,65447,Personal Loan,1238175,13.0
41,104621,9,Home Purchase,Self-Employed,High School,Married,Male,1,2502,31906,67714,Home Loan,440190,8.0
35,56049,10,Vehicle Purchase,Salaried,Master's,Married,Male,1,2915,25706,22631,Auto Loan,23310,
31,141068,17,Home Purchase,Student,Bachelor's,Single,Female,1,3133,51777,86914,Home Loan,2739101,8.0
22,45738,4,Travel,Salaried,Diploma,Single,Female,2,3648,21168,19734,Personal Loan,756516,13.0
68,69822,4,Debt Consolidation,Salaried,Bachelor's,Single,Female,1,3209,35924,24949,Personal Loan,1422280,13.0
35,103177,2,Travel,Student,Bachelor's,Married,Male,2,11186,55199,40015,Personal Loan,314751,13.0
22,28179,10,Vehicle Purchase,Salaried,Diploma,Single,Female,1,4732,10519,10126,Auto Loan,20000,
19,217553,3,Wedding,Salaried,Bachelor's,Divorced,Male,1,1468,124189,87990,Personal Loan,1394872,13.0
68,58730,5,Debt Consolidation,Salaried,High School,Married,Female,1,1303,33863,20469,Personal Loan,312124,13.0
36,104786,6,Wedding,Salaried,Master's,Single,Female,0,0,40729,60688,Personal Loan,609305,13.0
53,80399,2,Home Renovation,Salaried,Bachelor's,Widowed,Female,1,4463,33067,38911,Home Improvement Loan,20000,
56,75828,8,Vehicle Purchase,Student,Diploma,Married,Male,2,8453,47516,12214,Auto Loan,20000,
59,77769,10,Vehicle Purchase,Self-Employed,High School,Married,Male,2,5219,48436,17803,Auto Loan,20000,
33,109329,1,Wedding,Salaried,Bachelor's,Married,Male,1,2483,56849,48168,Personal Loan,1713218,13.0
22,142228,7,Education,Self-Employed,High School,Single,Female,3,3395,50834,87978,Education Loan,191546,8.5
35,140884,4,Education,Self-Employed,Bachelor's,Single,Male,1,1666,46045,89546,Education Loan,1705011,8.5
36,122229,3,Vehicle Purchase,Unemployed,Master's,Single,Female,3,14372,87704,11042,Auto Loan,20000,
68,166997,2,Home Renovation,Salaried,Bachelor's,Married,Male,1,4645,127859,26191,Home Improvement Loan,20000,
59,253389,10,Small Business Working Capital,Self-Employed,Master's,Single,Female,3,3508,129843,121327,Business Loan,4392926,12.0
39,55436,3,Vehicle Purchase,Salaried,Bachelor's,Single,Male,0,0,17251,28297,Auto Loan,20000,
38,211632,3,Small Business Working Capital,Unemployed,Master's,Single,Male,0,0,70013,138071,Business Loan,1067531,12.0
24,136436,24,Home Purchase,Self-Employed,Bachelor's,Married,Male,1,1637,55166,73769,Home Loan,185541,8.0
33,216412,2,Travel,Student,Bachelor's,Single,Female,1,3351,68927,139964,Personal Loan,1196568,13.0
65,99459,22,Home Purchase,Unemployed,High School,Married,Female,1,2531,43689,50231,Home Loan,1047146,8.0
41,71835,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,2,12191,28167,24995,Auto Loan,25971,
45,87067,10,Vehicle Purchase,Retired,Bachelor's,Married,Male,0,0,46878,22777,Auto Loan,28005,
61,117699,10,Vehicle Purchase,Salaried,Master's,Single,Female,3,7842,53553,44941,Auto Loan,34380,
30,139857,3,Debt Consolidation,Self-Employed,Bachelor's,Divorced,Male,2,1713,50559,80085,Personal Loan,413743,13.0
67,36162,2,Agriculture,Self-Employed,High School,Single,Male,5,11788,15075,16868,Agri Loan,576206,7.5
32,164867,10,Home Purchase,Salaried,Bachelor's,Single,Male,0,0,55509,99657,Home Loan,1653752,8.0
38,98371,10,Vehicle Purchase,Student,Bachelor's,Single,Female,2,6541,59753,16479,Auto Loan,21747,
38,237275,5,Small Business Working Capital,Salaried,Diploma,Married,Male,1,2980,79538,150242,Business Loan,2305488,12.0
41,212229,26,Home Purchase,Self-Employed,High School,Married,Female,0,0,95574,112311,Home Loan,2153627,8.0
65,132651,9,Education,Salaried,Diploma,Single,Male,1,2566,55074,70158,Education Loan,2236961,8.5
51,123503,17,Home Purchase,Self-Employed,High School,Married,Male,1,1640,59616,58334,Home Loan,542167,8.0
41,122827,29,Home Purchase,Student,Master's,Divorced,Male,2,7282,50651,64628,Home Loan,719758,8.0
58,56067,3,Agriculture,Salaried,Bachelor's,Married,Female,3,8586,30003,18532,Agri Loan,1758840,7.5
55,93309,2,Small Business Working Capital,Salaried,Bachelor's,Married,Female,1,5055,40394,46386,Business Loan,2592176,12.0
41,136082,3,Education,Salaried,Master's,Divorced,Male,1,1998,72155,54181,Education Loan,421927,8.5
47,191970,1,Wedding,Salaried,Diploma,Single,Male,2,6581,91202,94286,Personal Loan,1000923,13.0
35,12439,3,Vehicle Purchase,Salaried,Bachelor's,Divorced,Female,0,0,6114,4712,Auto Loan,20000,
37,65658,9,Small Business Working Capital,Salaried,High School,Married,Female,2,4563,27390,33541,Business Loan,1408877,12.0
57,100574,10,Vehicle Purchase,Self-Employed,Bachelor's,Married,Male,0,0,48155,42627,Auto Loan,52175,
52,175003,10,Small Business Working Capital,Salaried,Diploma,Divorced,Male,2,8723,71383,98632,Business Loan,424656,12.0
47,66953,11,Business Expansion,Unemployed,Diploma,Married,Female,2,3561,37873,21738,Business Loan,647338,12.0
53,145509,5,Agriculture,Salaried,Master's,Single,Female,1,1750,63499,72509,Agri Loan,1193144,7.5
54,143024,9,Business Expansion,Salaried,Bachelor's,Single,Male,2,4009,78432,61944,Business Loan,4625969,12.0
42,152007,5,Medical,Unemployed,Bachelor's,Single,Male,0,0,74985,70225,Medical Loan,235844,10.5
22,201221,6,Wedding,Salaried,Diploma,Married,Male,2,3222,62164,132070,Personal Loan,915190,13.0
65,95824,4,Travel,Self-Employed,High School,Married,Female,3,1608,36507,51681,Personal Loan,461280,13.0
47,104831,5,Education,Unemployed,High School,Single,Male,2,10617,39904,61412,Education Loan,1063644,8.5
62,237027,10,Business Expansion,Self-Employed,Bachelor's,Single,Male,0,0,95604,138058,Business Loan,3808595,12.0
67,180157,21,Home Purchase,Self-Employed,Diploma,Divorced,Male,2,6519,59784,114684,Home Loan,1752096,8.0
60,194021,7,Home Purchase,Salaried,Bachelor's,Married,Female,3,5346,87201,103455,Home Loan,1063846,8.0
44,191869,27,Home Purchase,Retired,High School,Single,Male,1,5925,92289,97190,Home Loan,3040165,8.0
60,207244,10,Education,Retired,Bachelor's,Single,Male,2,3193,103625,93986,Education Loan,738560,8.5
41,195954,4,Wedding,Salaried,Bachelor's,Married,Female,4,12353,100349,87363,Personal Loan,1809952,13.0
42,132748,10,Vehicle Purchase,Student,Diploma,Married,Female,3,12134,84597,20285,Auto Loan,23159,
50,163957,10,Vehicle Purchase,Unemployed,High School,Single,Male,3,4005,136270,9894,Auto Loan,20000,
29,126360,5,Medical,Salaried,Diploma,Married,Male,2,6223,69437,51105,Medical Loan,59083,10.5
18,21676,10,Vehicle Purchase,Salaried,Master's,Single,Male,0,0,11361,9917,Auto Loan,20000,
66,85814,10,Vehicle Purchase,Self-Employed,Bachelor's,Single,Female,3,5453,37410,36147,Auto Loan,35488,
47,208877,10,Vehicle Purchase,Self-Employed,Diploma,Single,Female,3,8483,112489,66752,Auto Loan,70668,
23,118172,10,Vehicle Purchase,Salaried,Master's,Single,Female,3,5625,52342,52407,Auto Loan,47176,
38,50738,10,Vehicle Purchase,Salaried,High School,Married,Female,3,4166,31240,12109,Auto Loan,20000,
68,150785,29,Home Purchase,Salaried,Diploma,Married,Female,1,4122,83348,61463,Home Loan,1637758,8.0
58,197658,4,Education,Salaried,Master's,Married,Female,2,3835,75999,111843,Education Loan,684738,8.5
70,180012,11,Home Purchase,Salaried,Bachelor's,Married,Male,1,1846,63555,107577,Home Loan,1780636,8.0
55,201715,12,Home Purchase,Salaried,High School,Single,Female,2,4985,77452,117222,Home Loan,1048225,8.0
23,92036,3,Agriculture,Salaried,Bachelor's,Married,Female,1,2103,54751,31859,Agri Loan,309443,7.5
70,181662,22,Home Purchase,Retired,Bachelor's,Married,Male,1,2306,78087,98034,Home Loan,2051337,8.0
34,51246,10,Vehicle Purchase,Salaried,Master's,Divorced,Male,1,2916,25400,21079,Auto Loan,20000,
18,117010,18,Home Purchase,Self-Employed,High School,Married,Female,0,0,66441,46401,Home Loan,930648,8.0
48,75794,10,Vehicle Purchase,Salaried,Doctorate,Married,Male,1,2018,31676,41744,Auto Loan,38411,
39,36425,10,Home Renovation,Salaried,Bachelor's,Single,Female,3,6962,13851,12703,Home Improvement Loan,20000,
46,24437,10,Home Renovation,Salaried,Master's,Married,Male,2,3111,13382,6155,Home Improvement Loan,20000,
52,153376,3,Electronics/Appliances,Unemployed,Master's,Single,Female,3,4921,111475,16330,Consumer Durable Loan,20000,
70,92931,10,Vehicle Purchase,Salaried,High School,Single,Female,2,3829,42578,41088,Auto Loan,43191,
26,214207,5,Debt Consolidation,Salaried,Master's,Single,Female,1,3894,72725,131899,Personal Loan,1525833,13.0
18,203352,6,Agriculture,Salaried,Bachelor's,Married,Female,0,0,79787,114758,Agri Loan,862399,7.5
26,185433,10,Education,Salaried,Bachelor's,Married,Female,0,0,109275,72747,Education Loan,1970880,8.5
24,86290,19,Home Purchase,Salaried,Bachelor's,Single,Female,1,1439,37884,40096,Home Loan,2557134,8.0
27,234944,11,Home Purchase,Self-Employed,Diploma,Single,Female,1,3654,86747,140706,Home Loan,2135314,8.0
39,122243,3,Electronics/Appliances,Salaried,Bachelor's,Divorced,Male,2,2826,52331,56913,Consumer Durable Loan,66788,
29,29807,4,Medical,Salaried,Bachelor's,Married,Female,0,0,14282,8226,Medical Loan,342538,10.5
22,135737,2,Debt Consolidation,Self-Employed,Bachelor's,Single,Male,0,0,69485,62555,Personal Loan,995930,13.0
52,71495,7,Business Expansion,Student,Diploma,Married,Male,1,2980,22214,43633,Business Loan,943229,12.0
35,164633,4,Debt Consolidation,Salaried,Bachelor's,Single,Female,4,8224,64871,93490,Personal Loan,933192,13.0
63,129612,10,Vehicle Purchase,Self-Employed,High School,Single,Female,4,16672,72222,26591,Auto Loan,32239,
65,216404,7,Debt Consolidation,Unemployed,Master's,Married,Male,1,4356,127089,86023,Personal Loan,1740138,13.0
48,210977,24,Home Purchase,Salaried,Master's,Single,Female,1,2736,65752,137936,Home Loan,2232949,8.0
33,123175,3,Medical,Salaried,Master's,Married,Female,0,0,64737,50420,Medical Loan,907244,10.5
49,132035,3,Education,Salaried,Bachelor's,Single,Male,2,4173,61852,67051,Education Loan,1808425,8.5
24,96026,6,Wedding,Unemployed,Bachelor's,Married,Female,3,1113,48088,40763,Personal Loan,1567499,13.0
29,35421,10,Vehicle Purchase,Self-Employed,Diploma,Married,Female,0,0,19304,10901,Auto Loan,20000,
20,81711,25,Home Purchase,Self-Employed,Diploma,Single,Male,3,7123,47831,30325,Home Loan,998944,8.0
27,122065,1,Medical,Salaried,Bachelor's,Married,Female,1,5162,69374,45362,Medical Loan,203077,10.5
24,224444,4,Small Business Working Capital,Self-Employed,Bachelor's,Single,Female,3,1889,124215,93457,Business Loan,1673855,12.0
43,158725,5,Wedding,Salaried,High School,Divorced,Male,0,0,76422,79938,Personal Loan,457363,13.0
37,126398,10,Education,Salaried,Bachelor's,Married,Female,4,18296,44490,75820,Education Loan,1542586,8.5
55,82057,5,Wedding,Self-Employed,Diploma,Married,Female,3,6380,37477,42191,Personal Loan,1559105,13.0
68,198588,4,Medical,Self-Employed,High School,Married,Female,3,14524,97007,98729,Medical Loan,17814,10.5
28,71043,3,Electronics/Appliances,Salaried,Doctorate,Single,Male,4,6765,41055,20499,Consumer Durable Loan,29175,
54,181343,9,Small Business Working Capital,Salaried,Bachelor's,Single,Male,0,0,58344,120192,Business Loan,719227,12.0
35,150235,5,Debt Consolidation,Salaried,Bachelor's,Single,Male,1,4694,82510,63285,Personal Loan,161963,13.0
19,42524,4,Vehicle Purchase,Unemployed,High School,Single,Female,2,3687,21948,6908,Auto Loan,20000,
68,56100,6,Education,Self-Employed,High School,Married,Female,0,0,27845,18995,Education Loan,640003,8.5
60,211926,7,Debt Consolidation,Student,Diploma,Married,Male,2,4852,122620,82504,Personal Loan,1847820,13.0
24,190647,4,Wedding,Self-Employed,Bachelor's,Widowed,Female,1,3671,61926,125624,Personal Loan,1089131,13.0
46,210270,10,Education,Salaried,High School,Divorced,Male,1,6193,98198,108782,Education Loan,1842159,8.5
50,193744,11,Home Purchase,Salaried,Master's,Single,Female,0,0,58981,129517,Home Loan,2390217,8.0
41,204698,6,Education,Student,Bachelor's,Married,Female,3,4405,116866,83313,Education Loan,851143,8.5
35,134203,10,Business Expansion,Unemployed,Bachelor's,Married,Female,3,13969,66925,64587,Business Loan,4444822,12.0
18,133827,6,Education,Salaried,Bachelor's,Widowed,Female,2,3441,65930,63506,Education Loan,1980718,8.5
24,140227,2,Agriculture,Unemployed,Bachelor's,Married,Male,3,6424,67905,62625,Agri Loan,105423,7.5
69,200327,3,Wedding,Salaried,Bachelor's,Single,Male,5,7693,106156,86466,Personal Loan,195782,13.0
33,180854,7,Small Business Working Capital,Unemployed,Doctorate,Married,Male,2,2348,75281,102526,Business Loan,3860509,12.0
29,115985,29,Home Purchase,Unemployed,High School,Married,Male,2,3303,37619,70407,Home Loan,140906,8.0
61,120536,6,Business Expansion,Student,Diploma,Married,Male,1,1122,65076,51511,Business Loan,3768391,12.0
58,100176,10,Vehicle Purchase,Unemployed,Bachelor's,Single,Male,2,8433,59407,15228,Auto Loan,20000,
37,158891,2,Agriculture,Self-Employed,Diploma,Divorced,Female,0,0,93651,63185,Agri Loan,439923,7.5
63,135863,1,Wedding,Retired,Diploma,Single,Female,1,2740,53819,76705,Personal Loan,1969498,13.0
41,111158,3,Education,Unemployed,Bachelor's,Single,Female,1,2974,50033,54011,Education Loan,1419790,8.5
25,65142,8,Education,Salaried,High School,Married,Female,3,5242,27666,31603,Education Loan,1037906,8.5
31,59132,3,Electronics/Appliances,Salaried,High School,Married,Male,0,0,41959,14855,Consumer Durable Loan,21563,
23,61967,28,Home Purchase,Salaried,Bachelor's,Divorced,Male,1,2362,31821,24544,Home Loan,642531,8.0
25,43754,10,Home Renovation,Salaried,Bachelor's,Married,Female,2,6423,19730,13661,Home Improvement Loan,20000,
38,78555,2,Electronics/Appliances,Salaried,Bachelor's,Married,Male,3,5573,47224,20100,Consumer Durable Loan,20000,
25,181947,4,Business Expansion,Salaried,Master's,Divorced,Female,2,6777,105317,68181,Business Loan,1254346,12.0
47,94691,10,Vehicle Purchase,Self-Employed,Bachelor's,Married,Female,0,0,58756,27742,Auto Loan,20823,
44,243202,5,Education,Self-Employed,High School,Single,Male,1,3016,118583,115244,Education Loan,2383827,8.5
19,150696,14,Business Expansion,Salaried,Bachelor's,Divorced,Male,2,4006,53926,93229,Business Loan,1669714,12.0
25,149128,10,Home Purchase,Retired,Bachelor's,Married,Male,4,6786,80803,65068,Home Loan,2874467,8.0
39,153089,3,Agriculture,Unemployed,Master's,Married,Female,3,7504,62961,82055,Agri Loan,342325,7.5
66,90218,3,Travel,Student,Master's,Married,Male,1,1513,51033,36650,Personal Loan,927415,13.0
48,193123,2,Agriculture,Salaried,Bachelor's,Divorced,Male,1,1408,70176,115145,Agri Loan,662906,7.5
35,192905,5,Agriculture,Self-Employed,High School,Divorced,Female,2,6216,73042,115190,Agri Loan,1071720,7.5
29,66033,3,Electronics/Appliances,Salaried,Diploma,Single,Female,1,2924,33535,20978,Consumer Durable Loan,22501,
31,180811,20,Home Purchase,Salaried,Bachelor's,Married,Male,1,4638,107842,70331,Home Loan,1631068,8.0
54,138220,5,Wedding,Unemployed,Diploma,Single,Male,1,3057,64364,66771,Personal Loan,1811524,13.0
54,187734,1,Debt Consolidation,Salaried,Bachelor's,Married,Male,1,2364,100047,79224,Personal Loan,1726355,13.0
45,135347,7,Home Purchase,Unemployed,Master's,Married,Female,0,0,50472,81755,Home Loan,1952022,8.0
41,175057,10,Agriculture,Salaried,Diploma,Single,Female,1,5955,67970,101207,Agri Loan,1421743,7.5
62,168055,4,Education,Salaried,Bachelor's,Single,Female,2,3391,71908,86544,Education Loan,1236039,8.5
46,209028,6,Home Purchase,Salaried,Bachelor's,Married,Male,1,2448,105823,93994,Home Loan,2740939,8.0
57,243258,9,Education,Salaried,Master's,Married,Female,2,5852,104206,131811,Education Loan,2473849,8.5
67,86105,10,Vehicle Purchase,Retired,High School,Single,Male,5,14740,44986,15582,Auto Loan,20000,
47,101445,22,Home Purchase,Self-Employed,Bachelor's,Married,Male,0,0,38384,59940,Home Loan,3009875,8.0
40,225152,4,Wedding,Self-Employed,Bachelor's,Married,Female,2,9203,67858,153773,Personal Loan,1310443,13.0
67,203050,2,Medical,Salaried,Bachelor's,Divorced,Male,2,8482,106911,90185,Medical Loan,280771,10.5
63,133849,29,Home Purchase,Salaried,Bachelor's,Married,Female,2,3159,62993,63928,Home Loan,261869,8.0
25,145061,9,Education,Self-Employed,Diploma,Single,Female,1,1786,46026,92027,Education Loan,1319111,8.5
20,120972,11,Home Purchase,Salaried,Bachelor's,Married,Female,0,0,45782,71276,Home Loan,2239491,8.0
62,74881,3,Agriculture,Student,Bachelor's,Divorced,Female,2,7986,28257,39167,Agri Loan,602580,7.5
58,92839,10,Education,Student,High School,Single,Male,1,2928,33462,54334,Education Loan,2376743,8.5
54,21861,4,Agriculture,Self-Employed,High School,Married,Male,0,0,12502,5788,Agri Loan,58988,7.5
38,174737,10,Vehicle Purchase,Student,Bachelor's,Married,Other,1,5001,148526,11445,Auto Loan,20000,
43,83718,2,Small Business Working Capital,Self-Employed,Bachelor's,Divorced,Female,0,0,34496,41218,Business Loan,194670,12.0
64,82973,10,Vehicle Purchase,Self-Employed,Doctorate,Single,Male,1,5672,45372,24603,Auto Loan,24439,
29,153809,6,Education,Salaried,Bachelor's,Married,Male,0,0,71959,79523,Education Loan,1790262,8.5
21,137449,27,Home Purchase,Self-Employed,Bachelor's,Single,Female,2,4801,47760,83639,Home Loan,1667694,8.0
43,134529,10,Vehicle Purchase,Salaried,Doctorate,Single,Female,0,0,57409,63765,Auto Loan,49736,
26,31066,10,Vehicle Purchase,Unemployed,High School,Married,Male,2,4781,20900,2531,Auto Loan,20000,
41,189763,17,Home Purchase,Salaried,Bachelor's,Widowed,Male,0,0,61114,119576,Home Loan,2465100,8.0
31,166743,6,Agriculture,Salaried,Diploma,Single,Female,1,4889,65660,97337,Agri Loan,1267942,7.5
65,99234,4,Education,Unemployed,Bachelor's,Married,Female,1,2230,57762,37629,Education Loan,1497853,8.5
30,79188,5,Medical,Self-Employed,Master's,Married,Female,2,6093,37691,35790,Medical Loan,254601,10.5
41,87834,3,Electronics/Appliances,Salaried,Diploma,Married,Female,3,5856,61854,17093,Consumer Durable Loan,20000,
20,56458,5,Travel,Unemployed,Master's,Married,Female,3,3617,32422,15904,Personal Loan,1607673,13.0
67,73082,13,Small Business Working Capital,Salaried,Bachelor's,Married,Female,1,1031,27370,42069,Business Loan,2408086,12.0
21,207649,25,Home Purchase,Salaried,High School,Single,Female,0,0,77967,124715,Home Loan,1326520,8.0
60,101232,7,Agriculture,Student,Doctorate,Single,Male,3,18247,33062,61309,Agri Loan,1741800,7.5
40,75611,20,Home Purchase,Unemployed,High School,Married,Female,1,1933,44903,28368,Home Loan,1129654,8.0
22,152841,10,Small Business Working Capital,Student,Bachelor's,Single,Female,1,1917,88491,57069,Business Loan,3983101,12.0
54,192353,6,Small Business Working Capital,Self-Employed,Doctorate,Single,Female,3,5524,109820,80294,Business Loan,3398497,12.0
65,24017,7,Agriculture,Salaried,Master's,Single,Female,2,5317,11332,5000,Agri Loan,92073,7.5
37,153750,14,Small Business Working Capital,Salaried,Diploma,Single,Male,0,0,84949,60635,Business Loan,4382244,12.0
56,42444,10,Home Renovation,Salaried,High School,Single,Male,3,8366,25834,7566,Home Improvement Loan,20000,
59,29877,10,Education,Salaried,Bachelor's,Single,Male,4,12793,15521,12156,Education Loan,436195,8.5
50,162419,1,Medical,Retired,Master's,Single,Male,3,7091,53740,101781,Medical Loan,449978,10.5
27,151887,3,Wedding,Retired,High School,Single,Female,2,3791,90249,51816,Personal Loan,1581045,13.0
34,26521,10,Home Renovation,Self-Employed,High School,Married,Female,2,5079,14760,5424,Home Improvement Loan,20000,
26,183909,6,Debt Consolidation,Salaried,Diploma,Married,Male,2,4849,80790,93124,Personal Loan,1360890,13.0
20,112379,7,Education,Salaried,Bachelor's,Married,Male,0,0,38398,68999,Education Loan,1447807,8.5
60,74583,2,Travel,Unemployed,Bachelor's,Married,Female,1,2053,25569,42320,Personal Loan,1114569,13.0
62,82034,2,Wedding,Salaried,High School,Married,Male,2,5943,29301,50377,Personal Loan,1896276,13.0
33,115253,7,Education,Self-Employed,Bachelor's,Married,Female,1,2093,65083,41603,Education Loan,119819,8.5
66,128618,5,Medical,Self-Employed,High School,Married,Female,2,6932,63201,61674,Medical Loan,503458,10.5
58,157103,11,Small Business Working Capital,Student,Diploma,Single,Female,2,4410,50482,99896,Business Loan,2088189,12.0
47,150688,6,Agriculture,Unemployed,Master's,Single,Female,1,1951,89903,57700,Agri Loan,1754064,7.5
18,230941,8,Business Expansion,Salaried,High School,Married,Female,2,2508,121247,99748,Business Loan,2295709,12.0
61,140746,3,Education,Self-Employed,Bachelor's,Married,Male,1,4735,74592,59124,Education Loan,2473237,8.5
41,41970,2,Medical,Unemployed,Bachelor's,Married,Male,2,8024,24429,8492,Medical Loan,218319,10.5
70,89851,10,Vehicle Purchase,Salaried,Diploma,Single,Female,0,0,59216,26198,Auto Loan,25503,
42,209892,4,Education,Salaried,Doctorate,Single,Male,0,0,117953,88335,Education Loan,1576883,8.5
21,71037,3,Travel,Salaried,Diploma,Single,Male,2,3813,26637,40988,Personal Loan,1106267,13.0
62,196092,10,Vehicle Purchase,Retired,Bachelor's,Single,Female,3,11556,87502,53572,Auto Loan,64453,
54,157388,6,Travel,Salaried,Diploma,Single,Male,0,0,79999,73733,Personal Loan,1204640,13.0
19,238135,15,Home Purchase,Retired,High School,Single,Male,2,2079,120283,108247,Home Loan,1972580,8.0
41,167174,5,Debt Consolidation,Salaried,Bachelor's,Single,Male,1,3958,67267,91012,Personal Loan,1629261,13.0
53,130474,1,Wedding,Self-Employed,Diploma,Single,Male,2,3311,63458,58822,Personal Loan,1145544,13.0
27,134867,1,Agriculture,Self-Employed,Diploma,Single,Female,3,3734,78944,49200,Agri Loan,552779,7.5
64,145908,3,Vehicle Purchase,Salaried,High School,Married,Male,1,3835,72680,55105,Auto Loan,20000,
